mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,3.812074661254883,4.980483055114745,3.743953704833984
mig,1.0,5.347750186920166,4.354715347290039,3.6249160766601562
