mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,0.0064373016357421875,0.0045299530029296875,0.0073909759521484375
mig,1.0,0.0040531158447265625,0.00858306884765625,0.000476837158203125
