mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,10168.978830553697,447.6353306364235,2542.288358714471
mig,1.0,6633.188140486688,479.8943468348464,2486.1505347604007
