mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,3.167867660522461,4.443168640136719,3.1342506408691406
mig,1.0,4.815578460693359,4.155874252319336,3.151416778564453
