mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_squeezenet1_1-8
mps-uncap,1.0,3.167867660522461,4.442930221557617,3.134012222290039
mig,1.0,4.815340042114258,4.155635833740234,3.151416778564453
