mode,load,0_vgg16-32,1_densenet121-4,2_vgg19-2
mps-uncap,1.0,0.000476837158203125,0.00095367431640625,0.000476837158203125
mig,1.0,0.000476837158203125,0.00095367431640625,0.000476837158203125
