mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_vgg13-2
mps-uncap,0.8,359.47316186390424,45.404156106455666,452.89245492704686
mps-uncap,0.9,421.1084457538719,49.865901940561194,518.8523496884414
mps-uncap,1.0,466.84106706577904,50.60968843862787,566.8400724455186
mps-uncap,0.5,232.3856698712275,27.07942749962132,281.87696061964033
mps-uncap,0.6,268.05699019514117,30.32222446428848,338.6757567621411
mps-uncap,0.7,328.02293070142116,36.136354685682704,396.5762678737959
mps-uncap,0.1,47.6647738780417,4.994911410817772,55.91697562908356
mps-uncap,0.2,90.50810988854639,11.390156712589366,112.80199860407122
mps-uncap,0.3,127.24131362979888,15.699156845070979,168.94110694959903
mps-uncap,0.4,177.44685823433375,20.81779403793034,230.45698522386076
