mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_vgg13-2
mps-uncap,0.8,169.01254653930664,264.0221118927002,55.27758598327637
mps-uncap,0.9,553.8792610168457,423.4812259674072,69.11444664001465
mps-uncap,1.0,966.233491897583,1228.8916110992432,993.281364440918
mps-uncap,0.5,61.95974349975586,58.480262756347656,13.442039489746094
mps-uncap,0.6,111.36817932128906,80.42597770690918,33.83994102478027
mps-uncap,0.7,154.10590171813965,138.49759101867676,23.152828216552734
mps-uncap,0.1,19.98734474182129,18.91946792602539,3.310680389404297
mps-uncap,0.2,20.62368392944336,28.69868278503418,7.796764373779297
mps-uncap,0.3,46.95868492126465,44.93403434753418,7.689237594604492
mps-uncap,0.4,65.54841995239258,46.48280143737793,12.554645538330078
