mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_vgg13-2
mps-uncap,0.8,19.995450973510742,12.144327163696289,1.6388893127441406
mps-uncap,0.9,20.31421661376953,12.444734573364258,1.644134521484375
mps-uncap,1.0,22.309541702270508,12.704849243164062,1.6367435455322266
mps-uncap,0.5,19.507169723510742,12.377262115478516,1.6512870788574219
mps-uncap,0.6,19.651174545288086,12.319087982177734,1.6484260559082031
mps-uncap,0.7,19.689083099365234,12.411117553710938,1.6415119171142578
mps-uncap,0.1,19.629240036010742,12.902498245239258,1.6520023345947266
mps-uncap,0.2,19.655466079711914,12.613534927368164,1.6553401947021484
mps-uncap,0.3,19.594907760620117,12.11857795715332,1.651763916015625
mps-uncap,0.4,19.615650177001953,11.98577880859375,1.6450881958007812
