mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_vgg13-2
mps-uncap,0.8,31.53414726257324,36.46514415740967,4.470610618591309
mps-uncap,0.9,33.56328010559082,34.659719467163086,4.554510116577148
mps-uncap,1.0,32.96380043029785,39.4007682800293,4.833698272705078
mps-uncap,0.5,27.605581283569336,29.40011024475098,3.7367820739746094
mps-uncap,0.6,29.145932197570804,29.669594764709476,3.973937034606934
mps-uncap,0.7,30.762720108032227,33.57076644897461,4.161739349365235
mps-uncap,0.1,24.410724639892578,29.410696029663086,2.111053466796875
mps-uncap,0.2,25.242137908935547,28.613662719726562,2.774381637573242
mps-uncap,0.3,24.750757217407227,27.380681037902836,3.0364036560058594
mps-uncap,0.4,26.10039710998535,27.834177017211914,3.423523902893067
