mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2,2_efficientnet_b6-2,3_efficientnet_b6-2
mig,0.1,32.18698501586914,31.259536743164062,31.290531158447266,34.25097465515137
mig,0.2,27.452945709228516,28.936147689819336,31.060457229614258,31.01062774658203
mig,0.3,21.837234497070312,21.648645401000977,22.259235382080078,25.989770889282227
mig,0.4,23.89073371887207,22.37868309020996,22.51601219177246,24.073123931884766
mig,0.5,21.513700485229492,20.653724670410156,21.275043487548828,24.005889892578125
mig,0.6,20.999908447265625,22.101402282714844,21.848440170288086,24.17898178100586
mig,0.7,22.778749465942383,21.0723876953125,21.781206130981445,24.14393424987793
mig,0.8,22.451162338256836,22.35889434814453,22.214174270629883,24.15609359741211
mig,0.9,21.469831466674805,21.515607833862305,21.806716918945312,24.10292625427246
mig,1.0,22.11618423461914,22.609710693359375,22.49884605407715,24.251937866210938
