mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2,2_efficientnet_b6-2,3_efficientnet_b6-2
mig,0.1,47.560224533081055,43.894267082214256,45.94003677368163,47.96215057373046
mig,0.2,56.101605892181425,51.80244445800782,54.94344711303714,45.37277221679688
mig,0.3,98.92601013183577,67.43078470230103,78.38019609451285,55.505850315094
mig,0.4,89.84558105468747,115.43215990066527,128.197569847107,74.5227479934693
mig,0.5,227.54638671875034,130.36991119384766,156.98895454406747,76.51912927627563
mig,0.6,488.68326902389526,742.7655696868896,809.8566102981569,102.51121520996094
mig,0.7,6915.254259109496,7485.839002132416,4849.514055252075,152.14526653289795
mig,0.8,13588.146605491638,13262.359104156492,13387.292385101318,430.82148075103726
mig,0.9,18623.315527439117,18543.498392105103,19496.019349098206,511.92428350448637
mig,1.0,22347.593293190002,22978.29568862915,24080.995631217957,2394.3827152252193
