mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2,2_efficientnet_b6-2,3_efficientnet_b6-2
mig,0.1,18.912649905215286,18.220648861617796,19.460660053931726,10.359347653043528
mig,0.2,38.406451489132984,36.69946315201408,36.7231763415893,20.90275267662117
mig,0.3,55.308787559940555,54.05771171951309,55.867148806975194,32.320399025361304
mig,0.4,73.83122414747815,75.72339469052888,77.92744270969663,44.485644967049254
mig,0.5,88.1812004947099,84.87100361207872,91.51041396003002,53.70383306437911
mig,0.6,110.27629616973746,109.93369179266183,111.00345548836627,64.7865290509077
mig,0.7,112.75623571895282,112.2086687527549,115.51913966070124,76.77950518491484
mig,0.8,114.16021563805704,112.74614474235885,115.55910604583259,88.74038928517543
mig,0.9,113.26283230906303,113.35401413915818,112.31859457848142,98.65609651073001
mig,1.0,113.91273855300192,112.75591214212182,112.97583223627215,104.49817181958122
