mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2,2_efficientnet_b6-2,3_efficientnet_b6-2
mig,0.1,25.037717819213867,25.951504707336426,26.517772674560547,30.29751777648927
mig,0.2,19.580864906311035,19.388914108276367,19.671964645385742,20.89834213256836
mig,0.3,18.35150718688965,18.41115951538086,18.957066535949707,19.90365982055664
mig,0.4,18.056535720825195,17.935943603515625,18.099427223205566,19.272375106811523
mig,0.5,17.794132232666016,18.019723892211914,17.72308349609375,19.389867782592773
mig,0.6,17.52495765686035,17.496585845947266,17.783093452453613,19.24872398376465
mig,0.7,17.870521545410156,17.94736385345459,17.40121841430664,19.28114891052246
mig,0.8,17.629218101501465,17.856884002685547,17.441987991333008,19.229793548583984
mig,0.9,17.806291580200195,17.787694931030273,17.961955070495605,19.19999122619629
mig,1.0,17.707109451293945,17.876863479614258,17.833948135375977,19.15874481201172
