mode,load,0_densenet161-8,1_resnet152-8,2_resnet18-8
mps-uncap,0.8,47.739887237548835,46.86121940612793,7.40349292755127
mps-uncap,0.9,71.5756893157959,124.77183341979983,17.794156074523922
mps-uncap,1.0,465.0258779525757,966.6969776153567,32.70897865295411
mps-uncap,0.5,14.216947555541994,11.973667144775398,2.715587615966797
mps-uncap,0.6,19.57058906555176,13.642072677612305,3.607702255249021
mps-uncap,0.7,27.341604232788082,22.552013397216797,3.9776325225830083
mps-uncap,0.1,0.07297992706298828,0.07414817810058594,0.07076263427734374
mps-uncap,0.2,9.22861099243164,10.147023200988771,1.0772943496704102
mps-uncap,0.3,10.267853736877441,10.771107673645023,1.522064208984375
mps-uncap,0.4,13.01083564758301,10.979390144348146,2.3123741149902353
