mode,load,0_densenet161-8,1_resnet152-8,2_resnet18-8
mps-uncap,0.8,121.01701259613054,131.77862644195582,20.30622959136963
mps-uncap,0.9,169.07767295837394,308.0825710296636,43.067042827606215
mps-uncap,1.0,680.5789995193483,1133.9942646026611,58.996057510376
mps-uncap,0.5,44.585599899292035,36.950864791870075,9.609699249267578
mps-uncap,0.6,64.4047737121582,48.94675016403205,11.089673042297377
mps-uncap,0.7,86.10179424285887,73.08662414550784,13.589742183685306
mps-uncap,0.1,38.94880294799804,32.45929002761838,5.233812332153321
mps-uncap,0.2,41.55389547348021,35.984194278717055,5.862689018249512
mps-uncap,0.3,43.17021369934082,38.111717700958245,6.649637222290039
mps-uncap,0.4,44.347991943359375,39.28223371505737,8.096566200256325
