mode,load,0_densenet169-32,1_efficientnet_b7-2,2_vgg13-2
mps-uncap,0.8,680.8959271048857,51.03251063974757,463.49510782175486
mps-uncap,0.9,819.0861620008023,56.867890629535175,518.9852587568321
mps-uncap,1.0,886.2060476004277,63.767655609381265,553.8334971261274
mps-uncap,0.5,446.1791314425216,30.035931917239104,283.601866369235
mps-uncap,0.6,521.797196634729,40.15781919405015,348.30526888021774
mps-uncap,0.7,625.214903334819,45.16454504781091,396.6547497098156
mps-uncap,0.1,84.54669807098534,7.40381861207653,57.25443784858472
mps-uncap,0.2,173.63913384600576,12.571262929001575,112.10909910850194
mps-uncap,0.3,261.89989101049775,18.64416514591901,170.11659977225682
mps-uncap,0.4,352.1508133768382,26.04625617654963,228.672402261082
