mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,2.379894256591797,1.3797283172607422,1.0957717895507812
mps-uncap,0.9,2.371549606323242,1.390695571899414,1.1837482452392578
mps-uncap,1.0,2.4504661560058594,1.4698505401611328,1.1463165283203125
mps-uncap,0.5,2.4421215057373047,1.8308162689208984,1.5377998352050781
mps-uncap,0.6,2.393484115600586,1.3256072998046875,1.0759830474853516
mps-uncap,0.7,2.4178028106689453,1.3222694396972656,1.094818115234375
mps-uncap,0.1,5.859375,2.893209457397461,2.45821475982666
mps-uncap,0.2,5.648255348205566,2.880096435546875,2.4213790893554688
mps-uncap,0.3,3.901958465576172,2.850770950317383,2.418994903564453
mps-uncap,0.4,3.1347274780273438,1.8944740295410156,1.5683174133300781
