mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,22.133934497833252,9.784369468688965,6.8843197822570765
mps-uncap,0.9,33.99080276489257,12.16621398925779,12.905094623565674
mps-uncap,1.0,149.0203332901001,38.916368484497035,17.95793771743774
mps-uncap,0.5,14.050304889678955,8.638515472412108,7.038803100585937
mps-uncap,0.6,12.702651023864739,7.506966590881348,6.186761856079101
mps-uncap,0.7,19.49879646301272,6.785135269165049,5.828943252563473
mps-uncap,0.1,15.678038597106932,6.968803405761719,5.840957164764404
mps-uncap,0.2,17.345259189605695,8.891568183898942,8.130505084991455
mps-uncap,0.3,17.908754348754883,11.845922470092777,10.979342460632326
mps-uncap,0.4,15.461225509643562,10.791077613830566,9.038715362548826
