mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,11.76552772521973,5.363368988037109,3.728842735290528
mps-uncap,0.9,19.3432092666626,7.07244873046875,6.729292869567872
mps-uncap,1.0,110.82913875579835,22.768402099609382,9.605693817138672
mps-uncap,0.5,7.3708295822143555,4.883909225463865,4.110240936279296
mps-uncap,0.6,7.0413827896118155,4.130005836486816,3.179693222045898
mps-uncap,0.7,9.253406524658203,3.9627552032470703,3.2734394073486346
mps-uncap,0.1,9.946250915527344,4.346799850463866,3.715276718139649
mps-uncap,0.2,10.915827751159668,5.563068389892578,4.804778099060058
mps-uncap,0.3,10.521793365478516,7.263731956481937,6.3457489013671875
mps-uncap,0.4,8.762693405151367,5.8428287506103525,4.728841781616212
