mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,19.77158308029172,8.320655822753906,5.801193714141844
mps-uncap,0.9,31.57161712646484,10.777926445007278,11.720712184906004
mps-uncap,1.0,146.5229082107544,37.44296073913572,16.81175708770752
mps-uncap,0.5,11.134564876556396,6.8936634063720605,5.601119995117187
mps-uncap,0.6,10.237929821014403,5.991816520690918,4.87140655517578
mps-uncap,0.7,17.019052505493175,5.442967414855962,4.657316207885738
mps-uncap,0.1,9.885945320129375,4.226284027099602,3.563570976257321
mps-uncap,0.2,12.326705455780017,6.1689281463623065,5.765333175659177
mps-uncap,0.3,14.12320137023925,9.258246421813977,8.801651000976566
mps-uncap,0.4,12.341103553771974,8.648037910461463,7.132158279418939
