mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,2.617614269256591,1.5790462493896484,1.2948489189147945
mps-uncap,0.9,2.5954246520996094,1.5053749084472656,1.3914108276367188
mps-uncap,1.0,2.6293683052062984,1.5902519226074219,1.3022422790527344
mps-uncap,0.5,4.259824752807617,2.656793594360351,2.188444137573242
mps-uncap,0.6,3.97705078125,2.0632147789001465,1.732525825500487
mps-uncap,0.7,3.0462265014648446,1.8696784973144531,1.5780353546142565
mps-uncap,0.1,6.95498466491699,3.4151792526245117,2.9097366333007812
mps-uncap,0.2,6.401777267456055,3.3425426483154306,2.867453098297119
mps-uncap,0.3,6.558694839477538,3.3886075019836435,2.8961181640625
mps-uncap,0.4,5.638880729675293,3.2024383544921875,2.7016353607177734
