mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,4.683017730712891,2.2895336151123047,1.6400814056396484
mps-uncap,0.9,6.8683624267578125,2.890348434448242,2.472996711730957
mps-uncap,1.0,54.90744113922119,8.205890655517578,3.641843795776367
mps-uncap,0.5,3.6172866821289062,2.101421356201172,1.7549991607666016
mps-uncap,0.6,3.379344940185547,1.9021034240722656,1.4560222625732422
mps-uncap,0.7,4.043340682983398,1.7837285995483398,1.4905929565429688
mps-uncap,0.1,6.150245666503906,3.0105113983154297,2.575039863586426
mps-uncap,0.2,6.025075912475586,3.084897994995117,2.6481151580810547
mps-uncap,0.3,5.211591720581055,3.2900571823120117,2.8121471405029297
mps-uncap,0.4,4.064798355102539,2.735257148742676,2.227783203125
