mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,2.306222915649414,1.1279582977294922,0.9315013885498047
mps-uncap,0.9,2.290964126586914,1.1360645294189453,0.9450912475585938
mps-uncap,1.0,2.377748489379883,1.1363029479980469,0.9603500366210938
mps-uncap,0.5,2.3467540740966797,1.1243820190429688,0.9603500366210938
mps-uncap,0.6,2.3000240325927734,1.1229515075683594,0.9341239929199219
mps-uncap,0.7,2.3305416107177734,1.1324882507324219,0.9663105010986328
mps-uncap,0.1,2.4149417877197266,1.1479854583740234,0.9720325469970703
mps-uncap,0.2,2.3496150970458984,1.1296272277832031,0.9558200836181641
mps-uncap,0.3,2.371549606323242,1.1441707611083984,0.9503364562988281
mps-uncap,0.4,2.3241043090820312,1.132965087890625,0.9374618530273438
