mode,load,0_mobilenet_v3_small-4,1_resnet18-4,2_squeezenet1_1-2
mps-uncap,0.8,2.4945735931396484,1.5130043029785156,1.2018680572509766
mps-uncap,0.9,2.466440200805664,1.4574527740478516,1.3012886047363281
mps-uncap,1.0,2.5315284729003906,1.5382766723632812,1.2252330780029297
mps-uncap,0.5,3.8242340087890625,1.9991397857666016,1.6868114471435547
mps-uncap,0.6,2.587747573852539,1.8912553787231445,1.5632629394531248
mps-uncap,0.7,2.563953399658203,1.4383792877197266,1.2710094451904297
mps-uncap,0.1,6.513500213623047,3.2094955444335938,2.7456283569335938
mps-uncap,0.2,6.062984466552734,3.149271011352539,2.6874303817749023
mps-uncap,0.3,5.704355239868164,3.195524215698242,2.7103424072265625
mps-uncap,0.4,4.026842117309571,2.7534961700439453,2.279520034790039
