mode,load,0_densenet169-2,1_inception_v3-16,2_resnet34-4
mps-uncap,0.8,28.661775588989265,31.82673454284668,9.286093711853031
mps-uncap,0.9,78.04069519042969,69.76566314697266,16.897940635681163
mps-uncap,1.0,88.67011070251462,996.7186927795408,38.628888130187995
mps-uncap,0.5,11.880183219909675,9.715604782104492,5.7210922241210955
mps-uncap,0.6,17.5480842590332,14.031767845153809,5.387139320373536
mps-uncap,0.7,22.884821891784668,16.60900115966797,5.774974822998047
mps-uncap,0.1,8.597135543823242,0.07448196411132825,0.9547948837280279
mps-uncap,0.2,11.566638946533203,7.654786109924318,3.4258842468261723
mps-uncap,0.3,10.949134826660156,9.043693542480469,4.54401969909668
mps-uncap,0.4,12.346076965332031,10.008811950683594,5.7621002197265625
