mode,load,0_densenet169-2,1_inception_v3-16,2_resnet34-4
mps-uncap,0.8,92.67354011535645,114.91656303405762,34.1489315032959
mps-uncap,0.9,278.5325050354004,190.82069396972656,64.48125839233398
mps-uncap,1.0,275.72178840637207,1487.5130653381348,74.48983192443848
mps-uncap,0.5,44.432878494262695,45.63426971435547,25.19083023071289
mps-uncap,0.6,84.35821533203125,69.25797462463379,22.32503890991211
mps-uncap,0.7,75.31237602233887,65.45424461364746,26.95155143737793
mps-uncap,0.1,49.54361915588379,26.390790939331055,14.79339599609375
mps-uncap,0.2,47.807931900024414,45.97973823547363,19.024133682250977
mps-uncap,0.3,54.68177795410156,53.731441497802734,21.186113357543945
mps-uncap,0.4,62.741994857788086,44.687747955322266,23.406505584716797
