mode,load,0_densenet169-2,1_inception_v3-16,2_resnet34-4
mps-uncap,0.8,82.4437141418457,106.05645179748535,31.720876693725586
mps-uncap,0.9,266.88694953918457,181.73575401306152,61.3255500793457
mps-uncap,1.0,264.4672393798828,1478.1498908996582,70.36423683166504
mps-uncap,0.5,34.595489501953125,38.71345520019531,21.32701873779297
mps-uncap,0.6,74.28717613220215,59.78202819824219,19.487857818603516
mps-uncap,0.7,62.2410774230957,57.29532241821289,22.99046516418457
mps-uncap,0.1,33.257484436035156,16.37578010559082,10.289907455444336
mps-uncap,0.2,37.71781921386719,36.710262298583984,13.584375381469727
mps-uncap,0.3,44.59857940673828,46.63801193237305,18.049240112304688
mps-uncap,0.4,52.75082588195801,36.68212890625,19.990205764770508
