mode,load,0_inception_v3-8,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_resnet34-32
mps-uncap,1.0,0.000476837158203125,0.005245208740234375,0.0050067901611328125,0.000476837158203125
