mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_squeezenet1_1-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0035762786865234375,0.0026226043701171875
