mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,110.0013256072998,11.379241943359375,20.704984664916992
mps-uncap,0.9,167.21320152282715,1043.2782173156738,740.8807277679443
mps-uncap,1.0,1753.6760568618774,3449.260950088501,2192.4543380737305
mps-uncap,0.5,38.901329040527344,7.090568542480469,5.27191162109375
mps-uncap,0.6,43.207645416259766,8.401155471801758,5.92494010925293
mps-uncap,0.7,65.86587429046631,8.755207061767578,9.046792984008789
mps-uncap,0.1,31.554698944091797,10.82456111907959,4.628658294677734
mps-uncap,0.2,31.925678253173828,10.24174690246582,4.4994354248046875
mps-uncap,0.3,34.59060192108154,8.893489837646484,4.439234733581543
mps-uncap,0.4,33.98728370666504,7.953405380249023,4.580497741699219
