mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,46.00811004638672,12.006282806396484,13.144254684448242
mps-uncap,0.9,41.468143463134766,13.876199722290039,12.322664260864258
mps-uncap,1.0,53.848981857299805,15.078067779541016,17.35067367553711
mps-uncap,0.5,44.10815238952637,16.911745071411133,13.927459716796875
mps-uncap,0.6,49.54814910888672,13.893842697143555,17.180204391479492
mps-uncap,0.7,45.847177505493164,11.612415313720703,13.379812240600586
mps-uncap,0.1,50.46367645263672,13.465166091918945,12.502670288085938
mps-uncap,0.2,39.5970344543457,13.309240341186523,17.704248428344727
mps-uncap,0.3,42.65737533569336,13.056278228759766,13.942956924438477
mps-uncap,0.4,40.4658317565918,14.127016067504883,18.204689025878906
