mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,347.2166061401367,27.164220809936534,87.17453479766846
mps-uncap,0.9,390.41414260864246,1459.3005180358887,2250.0536918640155
mps-uncap,1.0,5206.699800491335,5980.11839389801,3680.808115005493
mps-uncap,0.5,78.7868022918701,13.652801513671875,13.503122329711916
mps-uncap,0.6,103.9918661117554,19.28141117095947,15.319681167602539
mps-uncap,0.7,145.36199569702146,19.86927986145019,27.128100395202647
mps-uncap,0.1,48.3067512512207,14.029192924499519,7.063436508178715
mps-uncap,0.2,44.13461685180664,16.347455978393555,7.957696914672852
mps-uncap,0.3,55.945754051208496,14.987659454345703,9.609436988830572
mps-uncap,0.4,63.9338493347168,14.270210266113281,11.040043830871584
