mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,44.04418468475341,10.483341217041017,9.978592395782467
mps-uncap,0.9,41.06734991073608,13.219428062438963,10.31494140625
mps-uncap,1.0,45.16209363937378,12.68671751022339,8.847413063049318
mps-uncap,0.5,43.203182220458984,9.950828552246094,10.683579444885249
mps-uncap,0.6,44.30588006973267,11.94145917892456,10.000181198120115
mps-uncap,0.7,43.8360857963562,10.33037185668945,10.379877090454098
mps-uncap,0.1,49.47871208190918,12.279233932495115,10.092875957489014
mps-uncap,0.2,37.297391891479485,11.924448013305664,9.883909225463869
mps-uncap,0.3,41.78135395050048,11.476097106933588,10.925238132476807
mps-uncap,0.4,39.58445310592649,12.224178314208977,10.778396129608153
