mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,327.31350556612847,238.11594315428874,2394.745424439495
mps-uncap,0.9,373.8119516888659,264.0465385769012,2625.129063551357
mps-uncap,1.0,365.874523156811,262.88323892823803,2781.4395294821647
mps-uncap,0.5,203.48414289953573,143.03647343226396,1505.1419055053402
mps-uncap,0.6,235.414328729708,173.3646930871429,1791.1339445783296
mps-uncap,0.7,271.7409302404479,201.71287050076856,2087.5019285903427
mps-uncap,0.1,40.28255038606094,28.8375696776001,294.0612404480174
mps-uncap,0.2,85.95959521323623,58.50355998195118,587.3464426837152
mps-uncap,0.3,120.53095963837988,88.30871156728517,914.1583458468609
mps-uncap,0.4,160.9964074203698,114.8013387938914,1195.459638045956
