mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-2,2_resnet18-16
mps-uncap,0.8,574.7518539428711,73.42147827148438,245.93234062194824
mps-uncap,0.9,494.6291446685791,1777.8527736663818,2938.17138671875
mps-uncap,1.0,6388.3771896362305,6712.145805358887,4461.148738861084
mps-uncap,0.5,136.44647598266602,29.015064239501953,26.903152465820312
mps-uncap,0.6,200.78110694885254,64.63742256164551,36.100149154663086
mps-uncap,0.7,290.3449535369873,46.81587219238281,62.2103214263916
mps-uncap,0.1,48.10762405395508,19.11139488220215,10.510683059692383
mps-uncap,0.2,51.192522048950195,28.235912322998047,13.776540756225586
mps-uncap,0.3,70.83487510681152,31.581640243530273,21.817922592163086
mps-uncap,0.4,92.36288070678711,25.94780921936035,28.485536575317383
