mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,12.058496475219727,17.1966552734375,21.159887313842773
mps-uncap,0.9,12.282371520996094,16.88981056213379,21.535396575927734
mps-uncap,1.0,12.228250503540039,17.130613327026367,21.340370178222656
mps-uncap,0.5,12.144804000854492,17.33255386352539,21.151065826416016
mps-uncap,0.6,12.022972106933594,17.033815383911133,21.405935287475586
mps-uncap,0.7,12.105941772460938,16.91913604736328,21.326065063476562
mps-uncap,0.1,12.201309204101562,16.87026023864746,20.90907096862793
mps-uncap,0.2,12.074947357177734,17.282724380493164,21.390199661254883
mps-uncap,0.3,12.06064224243164,16.78013801574707,21.164655685424805
mps-uncap,0.4,12.091398239135742,17.000675201416016,21.349668502807617
