mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,6307.917356491089,5131.40869140625,871.0935115814209
mps-uncap,0.9,14005.759239196777,11015.693187713623,8847.272157669067
mps-uncap,1.0,17945.241689682007,17157.94348716736,11237.837553024292
mps-uncap,0.5,151.98159217834473,177.41751670837402,178.46369743347168
mps-uncap,0.6,220.27873992919922,196.28143310546875,225.5697250366211
mps-uncap,0.7,814.0065670013428,494.8618412017822,387.6664638519287
mps-uncap,0.1,27.792692184448242,45.876502990722656,33.740997314453125
mps-uncap,0.2,34.72161293029785,41.45383834838867,40.24553298950195
mps-uncap,0.3,56.15687370300293,65.92750549316406,82.00383186340332
mps-uncap,0.4,102.36239433288574,100.55112838745117,103.80911827087402
