mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,14.710187911987305,20.45297622680664,24.72376823425293
mps-uncap,0.9,15.833616256713867,22.171735763549805,26.05605125427246
mps-uncap,1.0,16.657114028930664,21.613597869873047,25.461673736572266
mps-uncap,0.5,15.583515167236328,20.911455154418945,26.280641555786133
mps-uncap,0.6,15.946388244628906,21.050453186035156,26.872873306274414
mps-uncap,0.7,15.519857406616211,20.405054092407227,25.710105895996094
mps-uncap,0.1,30.03716468811035,36.73982620239258,41.734933853149414
mps-uncap,0.2,23.822307586669922,30.885696411132812,36.97466850280762
mps-uncap,0.3,22.013425827026367,21.312475204467773,26.92890167236328
mps-uncap,0.4,16.724348068237305,21.568775177001953,26.95441246032715
