mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,12.373208999633789,17.586350440979004,23.069477081298828
mps-uncap,0.9,12.60519027709961,17.360591888427734,23.37031364440918
mps-uncap,1.0,12.914752960205078,17.505860328674316,23.073768615722656
mps-uncap,0.5,13.052582740783691,18.23265552520752,23.128819465637207
mps-uncap,0.6,12.616753578186035,17.766141891479492,23.466181755065918
mps-uncap,0.7,12.536978721618652,17.366361618041992,23.29401969909668
mps-uncap,0.1,22.230172157287598,29.704809188842773,27.674198150634766
mps-uncap,0.2,15.084052085876465,20.1052188873291,24.427080154418945
mps-uncap,0.3,13.768482208251953,18.71180534362793,23.70326519012451
mps-uncap,0.4,13.083887100219727,18.292689323425293,23.60363006591797
