mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,162.7457300240421,458.10322808766256,178.6529531779628
mps-uncap,0.9,159.92494928046938,464.0964617286894,177.52941845395924
mps-uncap,1.0,159.35546122927883,459.52416917966434,180.34219245363678
mps-uncap,0.5,116.5416403235008,304.7491423515696,110.85655777823948
mps-uncap,0.6,139.52069624994036,381.5783006688574,131.64206868177646
mps-uncap,0.7,158.77840829385337,448.377349277535,156.22537164674233
mps-uncap,0.1,23.05672448897484,63.16461585332659,22.947503005954673
mps-uncap,0.2,47.53386492841718,121.7705828217551,44.37355302337402
mps-uncap,0.3,70.050339481069,187.2445228809161,67.18320221324896
mps-uncap,0.4,92.56086173444395,250.3422606283859,91.58695532839599
