mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-4
mps-uncap,0.8,12.233734130859375,17.40288734436035,22.028446197509766
mps-uncap,0.9,12.453794479370117,17.174243927001953,22.44853973388672
mps-uncap,1.0,12.424707412719727,17.346978187561035,21.972060203552246
mps-uncap,0.5,12.425899505615234,17.62080192565918,21.89016342163086
mps-uncap,0.6,12.277364730834961,17.33875274658203,22.301912307739258
mps-uncap,0.7,12.37034797668457,17.138242721557617,22.31574058532715
mps-uncap,0.1,15.372633934020996,19.109249114990234,23.026466369628906
mps-uncap,0.2,12.933969497680664,18.302440643310547,22.63808250427246
mps-uncap,0.3,12.440323829650879,17.401456832885742,22.104263305664062
mps-uncap,0.4,12.387275695800781,17.45450496673584,22.2245454788208
