mode,load,0_squeezenet1_1-4,1_vgg13-4,2_vgg13-8
mps-uncap,0.8,451.470976733025,462.52683168017836,895.8819967089385
mps-uncap,0.9,509.3334133079521,523.4881795774719,1030.7394345211787
mps-uncap,1.0,571.8153824647471,579.2385790598687,1126.395035246844
mps-uncap,0.5,281.7088664834928,295.32970029510045,558.6906168588953
mps-uncap,0.6,327.78133124550584,346.63083641932656,668.9168425994601
mps-uncap,0.7,388.7289020108261,404.2241858735309,777.5066965689575
mps-uncap,0.1,56.654206661079975,53.67923461475994,116.08207634923058
mps-uncap,0.2,107.43338573495576,116.91459012805542,228.94059135895031
mps-uncap,0.3,171.9455828046755,172.84907535628923,334.65214831489703
mps-uncap,0.4,234.65984271459573,231.46258912677163,468.66246468128537
