mode,load,0_squeezenet1_1-4,1_vgg13-4,2_vgg13-8
mps-uncap,0.8,3.982067108154297,5.6465864181518555,6.1359405517578125
mps-uncap,0.9,5.302190780639648,6.344795227050781,6.513118743896484
mps-uncap,1.0,6.796121597290039,6.823182106018066,6.8607330322265625
mps-uncap,0.5,2.6903152465820312,2.7501583099365234,4.785776138305664
mps-uncap,0.6,2.827286720275879,2.941131591796875,4.894495010375977
mps-uncap,0.7,3.0689239501953125,3.772735595703125,5.542159080505371
mps-uncap,0.1,2.7582645416259766,2.624034881591797,4.537343978881836
mps-uncap,0.2,2.606630325317383,2.584695816040039,4.492759704589844
mps-uncap,0.3,2.5894641876220703,2.582550048828125,4.514217376708984
mps-uncap,0.4,2.7141571044921875,2.6237964630126953,4.593849182128906
