mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-8
mps-uncap,1.0,60.24312257766723,17.00484275817871,19.41947937011719,19.301414489746094
