mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-8
mps-uncap,1.0,563.2661563440804,2525.0963744140167,2252.166144557702,631.1302366616533
