mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-8
mps-uncap,1.0,56.554317474365234,12.205362319946289,13.138651847839355,11.958479881286621
