mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-4,2_resnet101-2,3_resnet34-32
mps-uncap,1.0,0.000476837158203125,0.018835067749023438,0.0007152557373046875,0.0007152557373046875
