mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,1.0,2.6357173919677734,4.743814468383789,1.695871353149414
mig,1.0,4.324674606323242,6.342172622680664,1.7440319061279297
