mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,1.0,5.307245254516602,8.162972927093506,4.734992980957031
mig,1.0,6.599664688110352,8.640265464782713,2.2885799407958984
