mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,1.0,8566.081128236676,4875.5784451515665,1318.9823622378112
mig,1.0,6277.583274797207,4440.466166080717,2091.350460870797
