mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,16.610383987426758,8.978843688964844,8.998870849609375
mps-uncap,0.9,16.90840721130371,9.245872497558594,9.339570999145508
mps-uncap,1.0,16.948461532592773,9.938240051269531,9.3231201171875
mps-uncap,0.5,16.496896743774414,8.821725845336914,9.09566879272461
mps-uncap,0.6,16.455650329589844,8.898496627807617,8.832454681396484
mps-uncap,0.7,16.537189483642578,8.977890014648438,8.919000625610352
mps-uncap,0.1,16.44134521484375,9.109973907470703,9.102344512939453
mps-uncap,0.2,16.52216911315918,8.775711059570312,9.026765823364258
mps-uncap,0.3,16.558408737182617,8.95380973815918,8.984088897705078
mps-uncap,0.4,16.159772872924805,9.001493453979492,8.987188339233398
