mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,27.38356590270996,24.20806884765625,24.369001388549805
mps-uncap,0.9,28.772830963134766,22.446155548095703,22.6743221282959
mps-uncap,1.0,30.112743377685547,21.834373474121094,24.538040161132812
mps-uncap,0.5,21.036386489868164,16.943931579589844,13.122081756591797
mps-uncap,0.6,27.82297134399414,20.196914672851562,22.577524185180664
mps-uncap,0.7,30.216217041015625,21.018266677856445,23.194551467895508
mps-uncap,0.1,31.256437301635742,23.144245147705078,20.96271514892578
mps-uncap,0.2,29.797077178955078,19.760608673095703,20.726919174194336
mps-uncap,0.3,28.94759178161621,17.49587059020996,16.944408416748047
mps-uncap,0.4,25.591135025024414,15.635490417480469,15.543937683105469
