mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,1557.0660829544067,371.29358053207403,342.4390316009521
mps-uncap,0.9,7926.84278011322,3026.7758750915527,6922.346758842471
mps-uncap,1.0,14059.667687416077,7447.668991088867,12659.046864509583
mps-uncap,0.5,70.52812576293942,30.149168968200673,45.836076736450195
mps-uncap,0.6,193.76001358032167,65.41275024414045,59.980525970459
mps-uncap,0.7,325.51996231079085,96.36887311935416,153.06095361709586
mps-uncap,0.1,25.94648361206055,23.871059417724588,21.38728380203247
mps-uncap,0.2,29.26003932952887,21.923837661743164,18.707063198089546
mps-uncap,0.3,33.94266128540038,19.868679046630838,22.238392829895023
mps-uncap,0.4,68.8044261932373,30.25884866714457,29.399957656860384
