mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,1615.2348518371582,426.100492477417,382.54737854003906
mps-uncap,0.9,7978.410005569458,3077.4431228637695,7011.969089508057
mps-uncap,1.0,14143.287181854248,7514.29295539856,12747.976064682007
mps-uncap,0.5,99.8392105102539,51.38063430786133,81.21919631958008
mps-uncap,0.6,265.37108421325684,103.26194763183594,85.40105819702148
mps-uncap,0.7,400.2971649169922,119.74620819091797,187.38436698913574
mps-uncap,0.1,28.090238571166992,43.19596290588379,29.922008514404297
mps-uncap,0.2,43.02573204040527,39.18576240539551,26.053667068481445
mps-uncap,0.3,51.6362190246582,30.64870834350586,36.6976261138916
mps-uncap,0.4,103.1498908996582,44.863224029541016,68.92180442810059
