mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,16.67022705078125,9.26065444946289,9.276628494262695
mps-uncap,0.9,16.77989959716797,9.41777229309082,9.416580200195312
mps-uncap,1.0,16.85154438018799,9.270668029785156,9.353399276733398
mps-uncap,0.5,16.98470115661621,9.280204772949219,9.465456008911133
mps-uncap,0.6,16.993999481201172,9.373664855957031,9.262561798095703
mps-uncap,0.7,16.810894012451172,9.322285652160645,9.294271469116211
mps-uncap,0.1,18.744230270385742,15.77901840209961,15.084981918334961
mps-uncap,0.2,17.90297031402588,10.726451873779297,10.549664497375488
mps-uncap,0.3,17.28510856628418,9.656906127929688,9.598970413208008
mps-uncap,0.4,16.733169555664062,9.488463401794434,9.427309036254883
