mode,load,0_densenet161-2,1_resnet101-4,2_resnet101-4
mps-uncap,0.8,16.433238983154297,8.828878402709961,8.872509002685547
mps-uncap,0.9,16.5102481842041,9.070634841918945,9.003877639770508
mps-uncap,1.0,16.634464263916016,8.851051330566406,9.00578498840332
mps-uncap,0.5,16.4182186126709,8.773088455200195,9.022951126098633
mps-uncap,0.6,16.4334774017334,8.825302124023438,8.752584457397461
mps-uncap,0.7,16.412019729614258,8.896589279174805,8.849143981933594
mps-uncap,0.1,16.190290451049805,8.995294570922852,8.881807327270508
mps-uncap,0.2,16.43204689025879,8.750438690185547,8.889913558959961
mps-uncap,0.3,16.42131805419922,8.934736251831055,8.928537368774414
mps-uncap,0.4,16.0524845123291,8.974313735961914,8.955955505371094
