mode,load,0_resnet152-16,1_resnet152-4,2_squeezenet1_1-8
mps-uncap,0.6,0.030279159545898438,3.8346052169799805,0.055670738220214844
mig,0.6,8.77237319946289,5.148649215698242,1.465439796447754
mps-uncap,0.7,0.03147125244140625,9.986042976379395,0.7915496826171875
mig,0.7,19.318342208862305,10.68568229675293,2.3998022079467773
mps-uncap,0.8,6.320953369140625,32.76705741882324,2.223491668701172
mig,0.8,39.75653648376465,17.305493354797363,3.9834976196289062
mps-uncap,0.9,11.870384216308594,1059.190034866333,6.4258575439453125
mig,0.9,109.60900783538818,49.26943778991699,7.965803146362305
mps-uncap,1.0,23.293495178222656,7094.538450241089,51.09453201293945
mig,1.0,1909.2750549316406,1838.6857509613037,36.76795959472656
mps-uncap,1.1,72.56746292114258,7593.409776687622,2236.0655069351196
mig,1.1,3635.7529163360596,2453.362464904785,3280.5895805358887
mps-uncap,1.2,84.3203067779541,15300.86898803711,8410.912275314331
mig,1.2,9157.684445381165,6771.231412887573,6229.056835174561
mps-uncap,1.3,2920.912742614746,15122.44427204132,12691.637516021729
mig,1.3,9277.885437011719,9574.716091156006,9586.299180984497
