mode,load,0_resnet152-16,1_resnet152-4,2_squeezenet1_1-8
mps-uncap,0.6,20.131945610046387,14.364957809448242,2.568483352661133
mig,0.6,30.32827377319336,15.115499496459961,3.183603286743164
mps-uncap,0.7,22.136807441711426,14.429092407226562,2.587556838989258
mig,0.7,30.23076057434082,15.094280242919922,3.180980682373047
mps-uncap,0.8,22.080421447753906,15.647053718566895,3.069162368774414
mig,0.8,30.28583526611328,15.157699584960938,3.191709518432617
mps-uncap,0.9,22.902727127075195,17.410755157470703,3.255128860473633
mig,0.9,30.478596687316895,15.310287475585938,3.2241344451904297
mps-uncap,1.0,23.164749145507812,20.235061645507812,3.337383270263672
mig,1.0,30.65776824951172,15.456438064575195,3.252267837524414
mps-uncap,1.1,25.409221649169922,17.955303192138672,3.325223922729492
mig,1.1,30.718564987182617,15.51961898803711,3.2579898834228516
mps-uncap,1.2,23.34606647491455,21.23236656188965,3.458261489868164
mig,1.2,30.750632286071777,15.496969223022461,3.260374069213867
mps-uncap,1.3,25.56920051574707,18.418550491333008,3.447890281677246
mig,1.3,30.737757682800293,15.494108200073242,3.2613277435302734
