mode,load,0_resnet152-16,1_resnet152-4,2_squeezenet1_1-8
mps-uncap,0.6,24.88429069519043,22.036004066467285,5.713872909545898
mig,0.6,33.21474075317382,16.979522705078125,4.763245582580566
mps-uncap,0.7,27.342762947082512,18.72140884399414,5.888319015502928
mig,0.7,33.102073669433594,16.89893245697022,4.774029254913331
mps-uncap,0.8,25.25545120239258,22.676441669464115,5.814785957336423
mig,0.8,33.18398475646973,16.81258678436279,4.682493209838869
mps-uncap,0.9,25.243391990661625,22.8147554397583,5.7592654228210485
mig,0.9,32.95185565948486,16.795992851257324,4.579820632934571
mps-uncap,1.0,24.35766220092773,22.518305778503418,5.743420124053954
mig,1.0,32.82001972198486,16.516342163085938,4.17479515075683
mps-uncap,1.1,26.32633686065674,19.631087779998783,5.4274511337280265
mig,1.1,32.5469970703125,16.469478607177734,3.926570415496826
mps-uncap,1.2,24.14325714111328,22.616491317749023,5.76472282409668
mig,1.2,32.52880573272705,16.332132816314697,3.980913162231446
mps-uncap,1.3,26.331567764282227,19.634239673614502,5.43874502182007
mig,1.3,33.149240016937256,16.87407732009888,4.409074783325194
