mode,load,0_resnet152-16,1_resnet152-4,2_squeezenet1_1-8
mps-uncap,0.6,76.35833501815794,79.37796115875244,16.20897531509401
mig,0.6,160.86835861206043,79.5440864562987,21.435260772705078
mps-uncap,0.7,95.32931089401244,95.672504901886,19.097828865051266
mig,0.7,298.90328407287615,126.52231216430675,25.91682195663453
mps-uncap,0.8,121.36519432067875,240.7528686523439,34.61762905120848
mig,0.8,324.5927619934085,134.88447189331035,47.58119583129888
mps-uncap,0.9,122.59339332580576,2118.2531023025513,75.81876516342165
mig,0.9,746.8874096870419,278.6711359024048,110.94153881073
mps-uncap,1.0,245.45767784118632,15320.038712024689,338.4851217269897
mig,1.0,4294.723711013794,2806.368429660797,1119.0018081665037
mps-uncap,1.1,491.70428276062023,16404.42626953125,5542.838332653046
mig,1.1,8592.120742797852,7463.67335319519,8019.912505149841
mps-uncap,1.2,659.0680956840514,31045.05787372589,17815.84732055664
mig,1.2,15769.197735786442,11781.460683345793,13781.720199584961
mps-uncap,1.3,7114.9091482162485,31284.101552963257,25383.548986911774
mig,1.3,19913.922193050385,20254.344704151154,21365.549087524414
