mode,load,0_resnet152-16,1_resnet152-4,2_squeezenet1_1-8
mps-uncap,0.6,26.003599166870117,24.053096771240234,11.842012405395508
mig,0.6,45.23754119873047,27.384042739868164,17.71378517150879
mps-uncap,0.7,28.60403060913086,20.603418350219727,16.6318416595459
mig,0.7,34.6529483795166,29.042482376098633,17.73834228515625
mps-uncap,0.8,26.490449905395508,26.78060531616211,16.86859130859375
mig,0.8,34.22284126281738,28.967857360839844,14.998435974121094
mps-uncap,0.9,31.987428665161133,29.044628143310547,17.837047576904297
mig,0.9,44.419288635253906,29.033422470092773,16.654253005981445
mps-uncap,1.0,34.13558006286621,28.427600860595703,15.219926834106445
mig,1.0,44.6319580078125,29.93035316467285,13.628721237182617
mps-uncap,1.1,37.543535232543945,29.860973358154297,13.711214065551758
mig,1.1,47.40452766418457,30.89427947998047,18.237829208374023
mps-uncap,1.2,32.506465911865234,33.90860557556152,16.28732681274414
mig,1.2,43.73908042907715,28.48958969116211,15.216588973999023
mps-uncap,1.3,38.36655616760254,30.48253059387207,16.273021697998047
mig,1.3,44.876813888549805,29.213428497314453,16.01433753967285
