mode,load,0_efficientnet_b6-2,1_resnet101-2,2_squeezenet1_0-32
mps-uncap,0.8,0.011920928955078125,0.010251998901367188,0.009298324584960938
mps-uncap,0.9,0.01239776611328125,0.009775161743164062,0.009298324584960938
mps-uncap,1.0,0.013113021850585938,0.010728836059570312,0.01049041748046875
mps-uncap,0.5,0.011920928955078125,0.010728836059570312,0.0095367431640625
mps-uncap,0.6,0.012159347534179688,0.011205673217773438,0.009059906005859375
mps-uncap,0.7,0.012159347534179688,0.009059906005859375,0.009298324584960938
mps-uncap,0.1,0.017404556274414062,0.011682510375976562,0.010967254638671875
mps-uncap,0.2,0.01239776611328125,0.012159347534179688,0.010967254638671875
mps-uncap,0.3,0.012159347534179688,0.011444091796875,0.010251998901367188
mps-uncap,0.4,0.013113021850585938,0.011682510375976562,0.010728836059570312
