mode,load,0_efficientnet_b6-2,1_resnet101-2,2_squeezenet1_0-32
mps-uncap,0.8,141.49880409240723,123.57354164123535,61.53273582458496
mps-uncap,0.9,297.8794574737549,74.98574256896973,131.30903244018555
mps-uncap,1.0,1760.3528499603271,1280.5733680725098,487.11490631103516
mps-uncap,0.5,50.628662109375,30.245065689086914,29.763460159301758
mps-uncap,0.6,57.74211883544922,35.00962257385254,42.3583984375
mps-uncap,0.7,80.75666427612305,51.93138122558594,66.9558048248291
mps-uncap,0.1,32.6533317565918,12.06660270690918,7.13801383972168
mps-uncap,0.2,35.66241264343262,30.727624893188477,13.36526870727539
mps-uncap,0.3,49.648284912109375,35.27641296386719,15.19918441772461
mps-uncap,0.4,38.69295120239258,31.980514526367188,28.004169464111328
